Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,carbs (product.metafields.custom.carbs),fats (product.metafields.custom.fats),ingredients (product.metafields.custom.ingredients),protein (product.metafields.custom.protein),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cereal,Cereal,<h2>Cereal</h2>,Balanced Bites,Uncategorized,Dessert,"",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/CerealJar_efbdb391-9b9c-47d0-bec6-f8c30329b850.jpg?v=1775781642,1,"",false,,,,,,,,kg,,,active
cereal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Cereal_150bf26e-9f66-42f5-8bb8-cb6697afd168.jpg?v=1775781642,2,"",,,,,,,,,,,,
brownies,Brownies,<h2>Brownies</h2>,Balanced Bites,Uncategorized,Dessert,"",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/BrowniesBites.jpg?v=1775781228,1,"",false,,,,,,,,kg,,,active
brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Brownies.jpg?v=1775781227,2,"",,,,,,,,,,,,
plain-cookies,Plain Cookies,<h2>Plain Cookies</h2>,Balanced Bites,,Dessert,"",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,75.00,,true,true,,,,,,,,,false,,,,,,,,kg,,,active
chocolate-chip-cookies,Chocolate Cookies,<h2>Chocolate Cookies</h2>,Balanced Bites,Uncategorized,Dessert,"",true,Title,Default Title,,,,,,,,,0.0,,99,deny,manual,80.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/ChocolateCookies.jpg?v=1775781735,1,"",false,,,,,,,,kg,,,active
lazy-cake,Lazy Cake,<h2>Lazy Cake</h2>,Balanced Bites,Uncategorized,Dessert,"",true,Title,Default Title,,,,,,,,,0.0,,99,deny,manual,90.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/LazyCakeBar.jpg?v=1775781478,1,"",false,,,,,,,,kg,,,active
lazy-cake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/LazyCakeBites.jpg?v=1775781478,2,"",,,,,,,,,,,,
chocolate-cupcake,Chocolate Cupcake,"<h2>Chocolate Cupcake</h2><h1 style=""color:#2ecc71;"">Carbs: 3g</h1>",Balanced Bites,Uncategorized,Dessert,"",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/ChocolateCupcake.jpg?v=1775781524,1,"",false,,,,,,,,kg,,,active
vanilla-cupcake,Vanilla Cupcake,"<h2>Vanilla Cupcake</h2><h1 style=""color:#2ecc71;"">Protein: 8g | Carbs: 3.7g | Fat: 18g</h1>",Balanced Bites,,Dessert,"",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,25.00,,true,true,,,,,,,,,false,,,,,,,,kg,,,active
peanut-butter-tart,Peanut Butter Tart,<h2>Peanut Butter Tart</h2>,Balanced Bites,Uncategorized,Dessert,"",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/PennutButterChocolateTartBites.jpg?v=1775781790,1,"",false,,,,,,,,kg,,,active
peanut-butter-tart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/PennutButterChocolateTart.jpg?v=1775781790,2,"",,,,,,,,,,,,
protein-jar,Protein Jar,"<h2>Protein Jar - Chocolate</h2><h1 style=""color:#2ecc71;"">Protein: 22g | Carbs: 37g | Fat: 30g</h1>",Balanced Bites,Uncategorized,Dessert,"keto, protein",true,Flavor,Chocolate,,,,,,,,,0.0,,96,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Chocolate.jpg?v=1775781946,1,"",false,,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Chocolate.jpg?v=1775781946,kg,,,active
protein-jar,,,,,,,,,Pistachio,,,,,,,,,0.0,,100,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Pistachio.jpg?v=1775781946,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Pistachio.jpg?v=1775781946,kg,,,
protein-jar,,,,,,,,,Strawberry,,,,,,,,,0.0,,100,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Strawbierries.jpg?v=1775781946,3,"",,,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Strawbierries.jpg?v=1775781946,kg,,,
protein-jar,,,,,,,,,Blueberry,,,,,,,,,0.0,,100,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Blueberries.jpg?v=1775781946,4,"",,,,,,,,https://cdn.shopify.com/s/files/1/0720/3592/6147/files/Blueberries.jpg?v=1775781946,kg,,,
